Country;Protected area;Question;Type of value;Stakeholder;Value;Potential (value)
Croatia;NP Sjeverni Velebit;Water quality & quantity;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Pollination & honey production;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Pollination & honey production;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Nature materials;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Nature materials;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Wood;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Wood;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Nature conservation;Importance of value;Non-governmental organizations, experts, scientists;2;0
Slovenia;PP Sečovlje;Nature conservation;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Slovenia;PP Sečovlje;Jobs in Protected Areas;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Jobs in Protected Areas;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Hunting;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Hunting;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Wild food plants and mushrooms;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Wild food plants and mushrooms;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Fishing;Importance of value;Non-governmental organizations, experts, scientists;2;0
Slovenia;PP Sečovlje;Fishing;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Slovenia;PP Sečovlje;Traditional agriculture;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Traditional agriculture;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Livestock grazing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Livestock grazing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Commercial & non-commercial water use;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Commercial & non-commercial water use;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Cultural & historical values;Importance of value;Non-governmental organizations, experts, scientists;1;0
Slovenia;PP Sečovlje;Cultural & historical values;Economic importance of value;Non-governmental organizations, experts, scientists;1;1
Slovenia;PP Sečovlje;Specific site value;Importance of value;Non-governmental organizations, experts, scientists;2;0
Slovenia;PP Sečovlje;Medicinal herbs;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Tourism & recreation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Slovenia;PP Sečovlje;Tourism & recreation;Economic importance of value;Non-governmental organizations, experts, scientists;1;1
Slovenia;PP Sečovlje;Building knowledge;Importance of value;Non-governmental organizations, experts, scientists;1;0
Slovenia;PP Sečovlje;Building knowledge;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;2;0
Slovenia;PP Sečovlje;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Slovenia;PP Sečovlje;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;1;0
Slovenia;PP Sečovlje;Flood prevention;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Water quality & quantity;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Water quality & quantity;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Pollination & honey production;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Pollination & honey production;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Nature materials;Importance of value;Non-governmental organizations, experts, scientists;2;0
Slovenia;PP Sečovlje;Nature materials;Economic importance of value;Non-governmental organizations, experts, scientists;1;1
Slovenia;PP Sečovlje;Wood;Importance of value;Non-governmental organizations, experts, scientists;0;0
Slovenia;PP Sečovlje;Wood;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Nature conservation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Nature conservation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Jobs in Protected Areas;Importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Jobs in Protected Areas;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Hunting;Importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Hunting;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Wild food plants and mushrooms;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Wild food plants and mushrooms;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Fishing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Fishing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Traditional agriculture;Importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Traditional agriculture;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Livestock grazing;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Livestock grazing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Commercial & non-commercial water use;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Commercial & non-commercial water use;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Cultural & historical values;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Cultural & historical values;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Specific site value;Importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Medicinal herbs;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Tourism & recreation;Importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Tourism & recreation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Building knowledge;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Building knowledge;Economic importance of value;Non-governmental organizations, experts, scientists;0;1
Kosovo;NP Sharri;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;1;0
Kosovo;NP Sharri;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Kosovo;NP Sharri;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;0;0
