Country	Protected area	Group name	Question	Type of value	Stakeholder	Value	Potential (value)
Bosnia and Herzegovina	PP Vrelo Bosne	Materials	Wood	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Materials	Wood	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Nature conservation values	Nature conservation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Žumberak	Nature conservation values	Nature conservation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Management values	Jobs in Protected Areas	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Žumberak	Management values	Jobs in Protected Areas	Economic importance of value	Non-governmental organizations, experts, scientists	0	1
Croatia	PP Žumberak	Values related to food	Hunting	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Hunting	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Wild food plants and mushrooms	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Wild food plants and mushrooms	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Fishing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Fishing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Traditional agriculture	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Traditional agriculture	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Livestock grazing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to food	Livestock grazing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to water	Commercial & non-commercial water use	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Values related to water	Commercial & non-commercial water use	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Cultural and historical values	Cultural & historical values	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Žumberak	Cultural and historical values	Cultural & historical values	Economic importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Žumberak	Cultural and historical values	Specific site value	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Žumberak	Health and recreation values	Medicinal herbs	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Žumberak	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Health and recreation values	Tourism & recreation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Žumberak	Health and recreation values	Tourism & recreation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Knowledge	Building knowledge	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Žumberak	Knowledge	Building knowledge	Economic importance of value	Non-governmental organizations, experts, scientists	0	1
Croatia	PP Žumberak	Knowledge	Formal & informal education	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Knowledge	Formal & informal education	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Knowledge	Genetic material	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Knowledge	Genetic material	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Environmental services	Climate change mitigation	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Environmental services	Climate change mitigation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Environmental services	Soil stabilization	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Žumberak	Environmental services	Soil stabilization	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Environmental services	Flood prevention	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Environmental services	Flood prevention	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Environmental services	Water quality & quantity	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Žumberak	Environmental services	Water quality & quantity	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Environmental services	Pollination & honey production	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Environmental services	Pollination & honey production	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Materials	Nature materials	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Materials	Nature materials	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Materials	Wood	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Žumberak	Materials	Wood	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Bijambare	Nature conservation values	Nature conservation	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Nature conservation values	Nature conservation	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Management values	Jobs in Protected Areas	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Management values	Jobs in Protected Areas	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Hunting	Importance of value	Civil associations	1	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Hunting	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Wild food plants and mushrooms	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Wild food plants and mushrooms	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Fishing	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Fishing	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Traditional agriculture	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Traditional agriculture	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Livestock grazing	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to food	Livestock grazing	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to water	Commercial & non-commercial water use	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Values related to water	Commercial & non-commercial water use	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Cultural and historical values	Cultural & historical values	Importance of value	Civil associations	1	0
Bosnia and Herzegovina	PP Bijambare	Cultural and historical values	Cultural & historical values	Economic importance of value	Civil associations	1	1
Bosnia and Herzegovina	PP Bijambare	Cultural and historical values	Specific site value	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Health and recreation values	Medicinal herbs	Importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Health and recreation values	Medicinal herbs	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Health and recreation values	Medicinal herbs	Economic importance of value	Civil associations	0	0
Bosnia and Herzegovina	PP Bijambare	Health and recreation values	Tourism & recreation	Importance of value	Civil associations	1	0
Bosnia and Herzegovina	PP Bijambare	Health and recreation values	Tourism & recreation	Economic importance of value	Civil associations	0	1
Bosnia and Herzegovina	PP Bijambare	Knowledge	Building knowledge	Importance of value	Civil associations	1	0
Bosnia and Herzegovina	PP Bijambare	Knowledge	Building knowledge	Economic importance of value	Civil associations	0	0
